Name,Location,City,P.O Box,Phone,Mobile,Company Page Link,Logo URL
SpiceKlub,"Opposite Aster Hospital, Near Sharaf DG, Kuwait Street, Mankhool",Dubai,N/A,04-4489590,N/A,N/A,/images/placeholder.png
Spicy Thali Restaurant,Nuaimiyah,Ajman,N/A,06-7419876,N/A,N/A,/images/placeholder.png
Spicyland Restaurant,"Bhnd Choitram S/M, Abu Shagara",Sharjah,N/A,06-5554515,N/A,N/A,/images/placeholder.png
Sports Star Restaurant & Cafe LLC,"Al Talal Building, Bhnd Sahara Centre, Al Nahda",Dubai,N/A,04-2669277,N/A,N/A,/images/placeholder.png
Spring Onion Restaurant,"Silver Tower, Business Bay",Dubai,N/A,055-3151234,N/A,N/A,/images/placeholder.png
Square Table Restaurant,"Opp Centrepoint, Bhnd Pizzahut, Karama",Dubai,N/A,04-3977223,N/A,N/A,/images/placeholder.png
Stables Bar & Restaurant,"Near Farimont Hotel, Shk Zayed Road",Dubai,N/A,04-3425571,N/A,N/A,/images/placeholder.png
Stand View Restaurant LLC,N/A,Dubai,N/A,04-2238038,N/A,N/A,/images/placeholder.png
Star Restaurant and Mini Market,"Near Main Gate, Jebel Ali Free Zone",Jebel Ali,16837,04-8818522,N/A,N/A,/images/placeholder.png
Starbucks Coffee,Deira City Centre,Dubai,1277,04-2948442,N/A,N/A,/images/placeholder.png
Stars N Bars,"Yas Marina, Yas Island",Abu Dhabi,N/A,02-5650101,N/A,N/A,/images/placeholder.png
Sterling Caravan,Garhoud,Dubai,3929,04-2947771,N/A,N/A,/images/placeholder.png
Stills,"Crown Plaza, Yas Island",Abu Dhabi,N/A,02-6563066,N/A,N/A,/images/placeholder.png
Stone Fire Pizza Kitchen,Near Real Cinemas. The Dubai Mall,Dubai,N/A,04-3308152,N/A,N/A,/images/placeholder.png
Stratos,Al Markaziyah,Abu Dhabi,N/A,800 101101,N/A,N/A,/images/placeholder.png
Subah Hotel Management Services LLC,Mina Rd,Abu Dhabi,48324,02-6723321,N/A,N/A,/images/placeholder.png
Subhiksha Restaurant,Hamdan St,Abu Dhabi,N/A,02-6760675,N/A,N/A,/images/placeholder.png
Sublime Lounge,"Ibis Hotel, 2nd Zabeel Road",Dubai,N/A,04-3187130,N/A,N/A,/images/placeholder.png
Subway,"Blk 7, Food Court, Knowledge Village",Dubai,502936,04-3644545,N/A,N/A,/images/placeholder.png
Subway,"Times Square Centre, Sh zayed road",Dubai,N/A,04-3418808,N/A,N/A,/images/placeholder.png
"Subway, The",Jumeira Lake Tower,Dubai,27888,04-4327999,N/A,N/A,/images/placeholder.png
SucreSale,Jumeira Lake Tower,Dubai,N/A,04-4484648,N/A,N/A,/images/placeholder.png
Sugar Box,"418 University City Rd, Ind Area 13",Dubai,N/A,04-3446084,N/A,N/A,/images/placeholder.png
Sugar Factory,"Shop MW 18, Festival City Mall",Dubai,N/A,04-2843456,N/A,N/A,/images/placeholder.png
Sugoi,"2nd Floor Dubai Mall Food Court, Downtown Burj Khalifa",Dubai,52546,04-4340755,N/A,N/A,/images/placeholder.png
Sukh Sagar at the Beach,N/A,Dubai,N/A,04-4370188,N/A,N/A,/images/placeholder.png
Sukh Sagar LLC,"Near Park Regis Kris Kin Hotel, Kuwait Street, Al Karama",Dubai,52119,04-3967222,N/A,N/A,/images/placeholder.png
Sultan Palace Restaurant,"opposite Zabeel Park, Near Karama Fish Market, Karama",Dubai,N/A,04-3709377,N/A,N/A,/images/placeholder.png
Sultana Restaurant,Muroor Rd,Abu Dhabi,95526,02-4482343,N/A,N/A,/images/placeholder.png
Sum of Us,"Trade Cntre 1, Shk Zayed Road",Dubai,N/A,056-4457526,N/A,N/A,/images/placeholder.png
Sumaya Restaurant,"Near Sharjah Cinema, Al Marija St",Sharjah,28405,06-5681823,N/A,N/A,/images/placeholder.png
Sumibiya,"Baniyas Rd, Deira",Dubai,476,04-2057033,N/A,N/A,/images/placeholder.png
Summerland Motel,"Opp Sharjah Grand Hotel, Port Khalid, Al Khan",Sharjah,6006,06-5281321,N/A,N/A,/images/placeholder.png
Sumo Salad,"Dubai Mall Food Court, Downtown Burj Khalifa",Dubai,523,04-3308063,N/A,N/A,/images/placeholder.png
Sumo Sushi & Bento,"Ground Floor, Building # 10, BBC Building, Dubai Media City",Dubai,57360,04-3911041,N/A,N/A,/images/placeholder.png
Sunlight Restaurant,Hamdan St,Abu Dhabi,26438,02-6321566,N/A,N/A,/images/placeholder.png
Super Kabab Iranian Restaurant,"Al Khaleej Rd, Abu Hail",Dubai,N/A,04-2685685,N/A,N/A,/images/placeholder.png
Super Seven Seas Restaurants,Bur Dubai,Dubai,45863,04-3932112,N/A,N/A,/images/placeholder.png
Surf Cafe Dubai,Jumeirah Beach Road,Dubai,N/A,04-3466292,N/A,N/A,/images/placeholder.png
Surya Restaurant,Qusais,Dubai,N/A,04-2678080,N/A,N/A,/images/placeholder.png
Susana Restaurant,Karama,Dubai,26195,04-3575838,N/A,N/A,/images/placeholder.png
Sushi,"Grand Hyatt Hotel, Sheikh Rashid Rd, Bur Dubai",Dubai,7978,04-3172222,N/A,N/A,/images/placeholder.png
Sushi Central,Al Khalidiya,Abu Dhabi,N/A,600 520007,N/A,N/A,/images/placeholder.png
Sushi Counter,Dubai Media City,Dubai,N/A,04-3751095,N/A,N/A,/images/placeholder.png
Sushi Folie,"Holiday Inn, Al Barsha, next to Mall of the Emirates",Dubai,115443,04-3234333,N/A,N/A,/images/placeholder.png
Sushi Sushi Restaurant - Century Village,Garhoud,Dubai,77671,04-2829908,N/A,N/A,/images/placeholder.png
Suvoroff,"Murgan 1 Bldg, Near Al Ansari Exch, JBR",Dubai,333581,04-4370178,N/A,N/A,/images/placeholder.png
Swadist,"Opposite City Corner Supermarket, Al Karama",Dubai,N/A,04-3342920,N/A,N/A,/images/placeholder.png
Swagath Vegetarian Restaurant,"Food Court, Al Musalla Tower, Mankhool",Dubai,8226,04-3969363,N/A,N/A,/images/placeholder.png
"Swan, The","Al Ghurair Centre, Deira",Dubai,171567,04-2285911,N/A,N/A,/images/placeholder.png
Sydney Restaurant,"Opp Bin Ladin Camp, Indl Area 11",Sharjah,30218,06-5349443,N/A,N/A,/images/placeholder.png
Szechuan Palace,"Ramada Chelsea Hotel, Al Barsha",Dubai,N/A,04-5019000,N/A,N/A,/images/placeholder.png
Tabaq Restaurant,"Hamdan St, Ziani",Abu Dhabi,46695,02-6787349,N/A,N/A,/images/placeholder.png
Taipei Dao,Downtown Dubai,Dubai,N/A,04-4510694,N/A,N/A,/images/placeholder.png
Taj Mahal Restaurant,"Next to Al Fujairah Jewellery, Opp ADCB",Fujairah,1146,09-2225225,N/A,N/A,/images/placeholder.png
Tajdeed Hyderabadi Restaurant,"Gete Bldg B Block, Opp City Hotel, Rolla",Sharjah,N/A,06-5637393,N/A,N/A,/images/placeholder.png
Tala Semplice,"8th St., Deira City Centre",Dubai,N/A,04-2925200,N/A,N/A,/images/placeholder.png
Talay Thai Restaurant,"Le Meridian, Al Zahiyah",Abu Dhabi,N/A,02-6446666,N/A,N/A,/images/placeholder.png
Tamar Darbar Restaurant,"Behind Masjid Shahaba, TCA",Abu Dhabi,75337,02-6452221,N/A,N/A,/images/placeholder.png
Tamba Restaurant,"World Trade Centre Mall, Al Markaziyah",Abu Dhabi,N/A,02-6728888,N/A,N/A,/images/placeholder.png
Tamilnadu Restaurant,"Fire Station Rd, Al Muwailah",Sharjah,66988,06-5353696,N/A,N/A,/images/placeholder.png
Tandoor Express,Mussafah,Abu Dhabi,N/A,02-5596655,N/A,N/A,/images/placeholder.png
Tandoor Palace,"Al Nahda 1, Qusais",Dubai,91521,04-2505035,N/A,N/A,/images/placeholder.png
Tandoori Junction Restaurant,"G 04, HDS Tower, JLT",Dubai,643532,04-4311866,N/A,N/A,/images/placeholder.png
Tandushi,Lotus Downtown Metro Hotel Apartments & Spa,Dubai,N/A,04-2068888,N/A,N/A,/images/placeholder.png
Tanjara,Madinat Zayed,Abu Dhabi,33779,02-6278644,N/A,N/A,/images/placeholder.png
Taqado Mexican Kitchen,"The Galleria, Al Maryah Island",Abu Dhabi,N/A,02-6770700,N/A,N/A,/images/placeholder.png
Tarbouche,Central Market,Abu Dhabi,N/A,02-6282220,N/A,N/A,/images/placeholder.png
Tareeq Al Saadah Restaurant,"Masjid Bldg, Abu Shagara Park",Sharjah,N/A,06-5240100,N/A,N/A,/images/placeholder.png
Tarweeah,"Behind Spinneys, Najda Street",Abu Dhabi,N/A,02-6445004,N/A,N/A,/images/placeholder.png
Tashas Cafe,Al Bateen,Abu Dhabi,N/A,02-4450890,N/A,N/A,/images/placeholder.png
Tashkent Restaurant,Al Barsha,Dubai,71121,04-4470706,N/A,N/A,/images/placeholder.png
Taste Buds Restaurant FZO,"Shop 1, Apricot Building, Dubai Silicon Oasis",Dubai,N/A,04-3922283,N/A,N/A,/images/placeholder.png
Taste Of India Vegetarian Restaurant,Al Wahda,Sharjah,N/A,06-5484551,N/A,N/A,/images/placeholder.png
Taste Restaurant,"Hor Al Anz, Deira",Dubai,N/A,04-2623050,N/A,N/A,/images/placeholder.png
Tasty Biriyani Restaurant,Deira,Dubai,81658,04-2298856,N/A,N/A,/images/placeholder.png
Tasty Village Restaurant,"Al Fahidi Plaza, Bur Dubai",Dubai,N/A,04-3798100,N/A,N/A,/images/placeholder.png
Tawa Bakery,"Al Muneera Beach Plaza, Al Raha",Abu Dhabi,N/A,02-5566900,N/A,N/A,/images/placeholder.png
Taxi Shawarma,"Near Filli Tea, Al Shamsi Bldg, Baghdad St, Al Nahda",Dubai,N/A,04-2727729,N/A,N/A,/images/placeholder.png
Taza,Al Nahda,Sharjah,N/A,06-5254415,N/A,N/A,/images/placeholder.png
Tcby,Deira,Dubai,3929,04-2621144,N/A,N/A,/images/placeholder.png
Tea Junction Cafe,"Opp Bohri Masjid, Bhnd NMC, Al Nahda 2",Dubai,N/A,04-8804428,N/A,N/A,/images/placeholder.png
Tea Turn Cafeteria,"Near Fatima Supermarket, TCA",Abu Dhabi,N/A,02-6456751,N/A,N/A,/images/placeholder.png
Teatro - Towers Rotana Hotel,Sh Zayed Road,Dubai,30430,04-3122240,N/A,N/A,/images/placeholder.png
Thai Rock Restaurant,"Food Court, Al Khail Mall, Al Quoz",Dubai,N/A,04-3307555,N/A,N/A,/images/placeholder.png
The Black Lion,"The H Dubai, Shk Zayed Road",Dubai,N/A,04-5018888,N/A,N/A,/images/placeholder.png
The Boardwalk,"Opp City Centre, Deira",Dubai,N/A,04-2956000,N/A,N/A,/images/placeholder.png
The Cake Bar,Jumeirah Beach Rd,Dubai,22399,04-3955775,N/A,N/A,/images/placeholder.png
The Cave,"Cornad Dubai, Shk Zayed Road",Dubai,N/A,04-4447444,N/A,N/A,/images/placeholder.png
The City Celebration Restaurant,Hamdan St,Abu Dhabi,N/A,02-6729656,N/A,N/A,/images/placeholder.png
The Croft,Dubai Marina,Dubai,N/A,04-3194794,N/A,N/A,/images/placeholder.png
The Desert Wok Restaurant,"Al Qusais 1, Nxt Dubai Women's College",Dubai,N/A,04-2585522,N/A,N/A,/images/placeholder.png
The Favourite Restaurant,Al Falah Str,Abu Dhabi,40032,02-6412464,N/A,N/A,/images/placeholder.png
The Forge,"Ritz Carlton, Al Maqta",Abu Dhabi,N/A,02-8188282,N/A,N/A,/images/placeholder.png
The Foundry,"Southern Sun, Al Zahiyah",Abu Dhabi,N/A,02-8184888,N/A,N/A,/images/placeholder.png
The Gem Garden,Shaikh Zayed Road,Dubai,N/A,04-3234333,N/A,N/A,/images/placeholder.png
The Grand Grill Steakhouse,Shk Zayed Rd,Dubai,213059,04-3380409,N/A,N/A,/images/placeholder.png
The Huddle,"Citymax Hotel, Al Barsha",Dubai,N/A,04-4078000,N/A,N/A,/images/placeholder.png
The Indian Accent,Salam Street,Abu Dhabi,N/A,02-8836144,N/A,N/A,/images/placeholder.png
The Indian Corner FZC,SAIF Zone,Sharjah,9358,06-5573664,N/A,N/A,/images/placeholder.png
The Indian Pavillion,Umm Suqueim / Al Wasl Road / MOE,Dubai,N/A,04-3941483,N/A,N/A,/images/placeholder.png
The Kebab Shop,"Z Bldg, DMCC",Dubai,126764,04-3453365,N/A,N/A,/images/placeholder.png
The Liquid Lounge,"Gold Swiss Belhotel, Bur Dubai",Dubai,N/A,04-3459992,N/A,N/A,/images/placeholder.png
The Lounge,"Sea View Hotel, Bur Dubai",Dubai,N/A,04-3558080,N/A,N/A,/images/placeholder.png
The Maine - A New England Brasserie Company,Jumeirah,Dubai,N/A,04-4576719,N/A,N/A,/images/placeholder.png
The Market Place,"JW Marriot, Deira",Dubai,N/A,04-6077977,N/A,N/A,/images/placeholder.png
The Meat Company,Souk Al Qaryat Al Beri,Abu Dhabi,N/A,02-5581713,N/A,N/A,/images/placeholder.png
The Med,Dubai Media City,Dubai,N/A,04-4271000,N/A,N/A,/images/placeholder.png
The Monk,Al Aweer,Dubai,63363,04-3335353,N/A,N/A,/images/placeholder.png
The Monsoon,"Flora Grand Hotel, Deira",Dubai,N/A,04-2233344,N/A,N/A,/images/placeholder.png
The Old Vic,"Ramada Hotel Dubai, Bur Dubai",Dubai,N/A,04-3519999,N/A,N/A,/images/placeholder.png
The Retreat,Khalifa City,Abu Dhabi,N/A,02-6169999,N/A,N/A,/images/placeholder.png
The Snack House,"Gate 1 Building, Dubai Silicon Oasis",Dubai,N/A,04-3338680,N/A,N/A,/images/placeholder.png
The Stuffed Burger Company,Airport Road,Abu Dhabi,N/A,02-5560353,N/A,N/A,/images/placeholder.png
The Terrace Restaurant,Next to Gulf Medical University,Ajman,N/A,06-7430002,N/A,N/A,/images/placeholder.png
The Village Restaurant,"Al Hamra Village Golf Resort, RAK",Ras Al Khaimah,N/A,07-2446666,N/A,N/A,/images/placeholder.png
The Wok House,"Front Fa?ade, BurJuman",Dubai,N/A,04-3599786,N/A,N/A,/images/placeholder.png
Tibba Restaurant,"Damascus St, Qusais",Dubai,N/A,04-2578585,N/A,N/A,/images/placeholder.png
Tiffinbites,Jumeirah Beach Residence,Dubai,N/A,04-4404952,N/A,N/A,/images/placeholder.png
Tikka Tonight Restaurant,"UAE Exchange Bldg, Damascus St, Al Qusais",Dubai,N/A,04-2205822,N/A,N/A,/images/placeholder.png
Todays Restaurant,"Bhnd Zuleka Hosp, Near Pond Park, Al Nahda 2",Dubai,N/A,04-2637335,N/A,N/A,/images/placeholder.png
Toki Japanese Restaurant,"Hilton, Khubeirah",Abu Dhabi,N/A,02-6811900,N/A,N/A,/images/placeholder.png
Tom & Serg Cafe,"Al Joud Centre, 15A Street, Al Quoz",Dubai,N/A,050-4746812,N/A,N/A,/images/placeholder.png
Tony Roma's,Sh Zayed Rd,Dubai,15018,04-3685655,N/A,N/A,/images/placeholder.png
Topkapi - Taj Palace Hotel Dubai,Riqa Road,Dubai,42211,04-2113060,N/A,N/A,/images/placeholder.png
Tori Nu Su,"Jumeirah Al Etihad Towers, Al khubeirah",Abu Dhabi,N/A,02-8115666,N/A,N/A,/images/placeholder.png
Tourist Club Star Cafeteria,"Universal Pharmacy Building, TCA",Abu Dhabi,N/A,056-4680910,N/A,N/A,/images/placeholder.png
Trader Vics,"Crowne Plaza, Sh zayed road",Dubai,N/A,04-3311111,N/A,N/A,/images/placeholder.png
Traiteur,"Park Hyatt, Deira",Dubai,N/A,04-3172222,N/A,N/A,/images/placeholder.png
Travancore Restaurant LLC,Mussafah 10,Abu Dhabi,N/A,02-5596490,N/A,N/A,/images/placeholder.png
Tripoli Restaurant,Musaffah,Abu Dhabi,N/A,02-6440999,N/A,N/A,/images/placeholder.png
Triveni Restaurant,"Beauty Center Bldg, Near Fish R/A, Opp Maktoum Hosp",Dubai,82863,04-2213133,N/A,N/A,/images/placeholder.png
Troyka - Ascot Hotel,"5th Flr, Burjuman Centre, Bur Dubai",Dubai,52555,04-3520900,N/A,N/A,/images/placeholder.png
Tub Of Butter,"Al Manara, Shk Zayed Road",Dubai,N/A,04-3438884,N/A,N/A,/images/placeholder.png
Turath Al Mandi,"503, Jumeirah Beach Rd, Jumeirah 3",Dubai,74804,04-3953555,N/A,N/A,/images/placeholder.png
Turquoiz,Saadiyat Island,Abu Dhabi,N/A,02-4988888,N/A,N/A,/images/placeholder.png
Tutti Frutti Restaurant,Al Wasit St,Sharjah,N/A,06-5668555,N/A,N/A,/images/placeholder.png
UBK Cafe,"Movenpick, JLT",Dubai,N/A,04-4380000,N/A,N/A,/images/placeholder.png
Udupi Sagar Restaurant,"Near Astoria Hotel, Meena Bazar, Bur Dubai",Dubai,122426,04-3799442,N/A,N/A,/images/placeholder.png
Ultra Brasserie,Dubai Marina,Dubai,N/A,04-2775644,N/A,N/A,/images/placeholder.png
Union Restaurant,"Near Emirates Petrol Station, Launch R/A",Ras Al Khaimah,401,07-2331389,N/A,N/A,/images/placeholder.png
Unique Restaurant,Murabba R/A,Al Ain,16913,03-7668188,N/A,N/A,/images/placeholder.png
UNO Pizzeria & Grill,Deira City Centre,Dubai,N/A,8008667,N/A,N/A,/images/placeholder.png
Uptown Pizza,Jumeirah,Dubai,79401,04-3483487,N/A,N/A,/images/placeholder.png
Urban Bistro,"CNN Building, Media City",Dubai,N/A,04-3624330,N/A,N/A,/images/placeholder.png
Urban Seafood,The Outlet Village,Dubai,N/A,800 7527,N/A,N/A,/images/placeholder.png
Ushna Restaurant,Souk Al Qaryat Al Beri,Abu Dhabi,N/A,02-5581769,N/A,N/A,/images/placeholder.png
Vadakkan Pepper Restaurant,"Owais Bldg, Abu Shagara",Sharjah,N/A,06-5445225,N/A,N/A,/images/placeholder.png
Vaishali Restaurant LLC,Deira,Dubai,65214,04-2243839,N/A,N/A,/images/placeholder.png
Variety Food Restaurant and Catering,New Sanaiya,Ajman,14113,06-7481012,N/A,N/A,/images/placeholder.png
Vasanta Bhavan Restaurant,Bur Dubai,Dubai,51311,04-3934873,N/A,N/A,/images/placeholder.png
Vasanta Vegetarian Bhavan Restaurant,Al Nahda,Dubai,N/A,04-2391177,N/A,N/A,/images/placeholder.png
Vascos,"Hilton, Al Khubeirah",Abu Dhabi,N/A,02-6811900,N/A,N/A,/images/placeholder.png
Vazhiyoram Thattukada,"Near National Paints, Al Muwailah",Sharjah,N/A,06-5435498,N/A,N/A,/images/placeholder.png
Venus Restaurant,"Opposite Lulu Center, Al Karama",Dubai,N/A,04-3352113,N/A,N/A,/images/placeholder.png
Via Delhi Restaurant,"Near Lamcy, Oud Metha",Dubai,N/A,04-3448044,N/A,N/A,/images/placeholder.png
Village Restaurant,"Village Hyper Market Bldg, New West Accomodation, 8th R/A, Jafza",Jebel Ali,14528,04-8834844,N/A,N/A,/images/placeholder.png
Vrindhavan Restaurant,"Bhnd Deira Taxi Stand, Deira",Dubai,52423,04-2273527,N/A,N/A,/images/placeholder.png
Wadat Beijing Chinese Restaurant,"Bhnd Lulu Center, Near Sharjah Rotana Hotel",Sharjah,24365,06-5647551,N/A,N/A,/images/placeholder.png
Wadi Darbar Restaurant LLC,Satwa,Dubai,N/A,04-3327755,N/A,N/A,/images/placeholder.png
Wadi Hadhramout Rest,"Near Al Madina S/Market, Gurfa",Fujairah,N/A,09-2233389,N/A,N/A,/images/placeholder.png
Wanees Restaurant,Deira,Dubai,40696,04-2696284,N/A,N/A,/images/placeholder.png
Wardat Lebanese Restaurant FZCO,JLT,Dubai,N/A,04-4521188,N/A,N/A,/images/placeholder.png
Weighbridge Restaurant,"3rd I/Change, Al Quoz Indl Area",Dubai,6647,04-3470458,N/A,N/A,/images/placeholder.png
Wengs Kitchen Restaurant,"Behind UNB, Salam Street",Abu Dhabi,46504,02-6776799,N/A,N/A,/images/placeholder.png
West Line Cafeteria,TCA,Abu Dhabi,N/A,02-6344771,N/A,N/A,/images/placeholder.png
West Star Restaurant,"Near Rotana Hotel, Al Nabba St",Sharjah,N/A,06-5620156,N/A,N/A,/images/placeholder.png
Whissle,Tecom,Dubai,N/A,04-4538200,N/A,N/A,/images/placeholder.png
White Pearl Restaurant,"Bhnd Modern Bakery, Near Jaleel Traders, Al Quoz",Dubai,N/A,04-3400226,N/A,N/A,/images/placeholder.png
Winnys Restaurant and Confectionery LLC,Bhnd Karama Fish Market,Dubai,115867,04-3358060,N/A,N/A,/images/placeholder.png
Wok Inn Thai-Chi Diner,Karama,Dubai,N/A,04-3977711,N/A,N/A,/images/placeholder.png
Woodside Restaurant,"Opp ADCB, Al Mina Rd",Sharjah,N/A,06-5615704,N/A,N/A,/images/placeholder.png
Woodys,"Food Court, Ramla Mall, DIP",Jebel Ali,488059,04-8878338,N/A,N/A,/images/placeholder.png
Wrapchic,N/A,Dubai,N/A,04-3589999,N/A,N/A,/images/placeholder.png
Y Bar,"Yas Island, Rotana Hotel",Abu Dhabi,N/A,02-6564000,N/A,N/A,/images/placeholder.png
Yannick Alleno,Palm Jumeirah,Dubai,N/A,04-44010101,N/A,N/A,/images/placeholder.png
Yasmin Sweets and Restaurant,Old Passport Rd,Abu Dhabi,28815,02-6312580,N/A,N/A,/images/placeholder.png
Yellow Cab Pizza Company,Satwa,Dubai,N/A,04-3456785,N/A,N/A,/images/placeholder.png
Yum Yum Tree Food Court,N/A,Dubai,N/A,04-4461500,N/A,N/A,/images/placeholder.png
Yummy Indian Restaurant,"Damascus St, Al Qusais 2",Dubai,333457,04-2677337,N/A,N/A,/images/placeholder.png
Z Pizza Restaurant,"Jumeirah Beach Rd, Dubai Marina",Dubai,98811,04-3649292,N/A,N/A,/images/placeholder.png
Zaatar W Zeit,Sh Zayed Rd,Dubai,N/A,600-522231,N/A,N/A,/images/placeholder.png
Zabeel Restaurant,Bur Dubai Bus Stn,Dubai,45570,04-3939471,N/A,N/A,/images/placeholder.png
Zafran,Marina Mall,Dubai,N/A,04-2840987,N/A,N/A,/images/placeholder.png
Zahrat Al Quds Rest,"Abu Hail Centre, Deira",Dubai,86052,04-2977510,N/A,N/A,/images/placeholder.png
Zahrat Al Reef Al Shami Restaurant,N/A,Sharjah,N/A,06-5214175,N/A,N/A,/images/placeholder.png
Zaid Al Ammar Seafood Restaurant,"Bhnd Al Mamzar Centre, Abu Hail",Dubai,N/A,04-2560000,N/A,N/A,/images/placeholder.png
Zam Zam Restaurant,"Near Sony Electronics S/Room, Marijah Rd",Sharjah,66,06-5682940,N/A,N/A,/images/placeholder.png
Zaytinya,Al Seef Village Mall,Abu Dhabi,N/A,02-4474489,N/A,N/A,/images/placeholder.png
Al Marj Restaurants and Grills,Mussafah Indl Area M-16,Abu Dhabi,54742,02-5543131,N/A,N/A,/images/placeholder.png
Alternative Dining Experience Restaurants Management LLC,N/A,Dubai,487120,04-4329280,N/A,N/A,/images/placeholder.png
Asian Palace Restaurants,"1st Flr, Mubarak Centre, Al Arooba St, Rolla",Sharjah,38557,06-5638008,N/A,N/A,/images/placeholder.png
Jordana Restaurants LLC,Karama,Dubai,71274,04-3247324,N/A,N/A,/images/placeholder.png
"Oman Kitchens, Restaurants & Hotels Equipment Tr LLC","Al Wahda St, Indl Area 4",Sharjah,81664,06-5536613,N/A,N/A,/images/placeholder.png
Pizza Express (Jordana Restaurants),"Amwaj Plaza, JBR",Dubai,N/A,04-4370171,N/A,N/A,/images/placeholder.png
Seasons Restaurants,"Shop 15-17, U 01 Building, Italy Cluster, International City",Dubai,N/A,04-4308464,N/A,N/A,/images/placeholder.png
Super Star Indl Equipment for Hotel and Restaurants,New Indl Area,Ajman,1103,06-7438982,N/A,N/A,/images/placeholder.png
